# !  MKO filter system                                                                                                                                                                                    



#   t (Gyr) =  0.001
#---------------------------------------------------------------------------------------------------------------------------

age_Gyr  M_Msun   Teff(K)   L/Ls  lg(g)   R(Gm)   D      Li            J             H            Ks        Lprime             M'          
0.800  0.9000  4955.   -0.39   4.51   6.09  0.0000  0.5280         4.336         3.870         3.788         3.751         3.830  
0.800  0.9500  5133.   -0.27   4.47   6.50  0.0000  0.6850         4.099         3.677         3.602         3.569         3.638  
0.800  1.0000  5300.   -0.16   4.44   6.94  0.0000  0.7890         3.871         3.483         3.417         3.391         3.452  
0.800  1.0500  5453.   -0.05   4.40   7.44  0.0000  0.8560         3.648         3.289         3.230         3.207         3.261  
0.800  1.1000  5600.    0.06   4.36   7.95  0.0000  0.9020         3.439         3.106         3.052         3.032         3.078  
0.800  1.1500  5750.    0.16   4.33   8.46  0.0000  0.9330         3.239         2.929         2.882         2.867         2.905  
0.800  1.2000  5920.    0.26   4.30   8.97  0.0000  0.9550         3.043         2.760         2.718         2.706         2.734  
0.800  1.3000  6220.    0.43   4.25   9.89  0.0000  0.9790         2.721         2.484         2.446         2.439         2.451  
0.800  1.4000  6580.    0.59   4.22  10.61  0.0000  0.9900         2.444         2.255         2.223         2.221         2.220  
0.900  0.0070   415.   -6.50   4.20   0.76  1.0000  1.0000        19.645        20.479        22.851        16.342        14.724  
0.900  0.0080   451.   -6.37   4.27   0.76  1.0000  1.0000        19.104        19.904        21.960        15.953        14.541  
0.900  0.0090   480.   -6.26   4.33   0.75  1.0000  1.0000        18.650        19.427        21.214        15.631        14.368  
0.900  0.0100   508.   -6.17   4.38   0.75  0.9800  1.0000        18.252        18.999        20.553        15.343        14.206  
0.900  0.0120   603.   -5.88   4.46   0.74  0.3310  1.0000        17.126        17.738        18.660        14.501        13.813  
0.900  0.0150   659.   -5.75   4.58   0.72  0.0000  1.0000        16.740        17.255        18.009        14.179        13.713  
0.900  0.0200   789.   -5.46   4.73   0.70  0.0000  1.0000        15.819        16.227        16.616        13.500        13.470  
0.900  0.0300  1039.   -5.02   4.94   0.67  0.0000  1.0000        14.647        14.826        14.880        12.594        12.703  
0.900  0.0400  1309.   -4.64   5.09   0.65  0.0000  1.0000        13.997        13.487        13.556        11.745        12.404  
0.900  0.0500  1596.   -4.30   5.20   0.65  0.0000  0.9450        13.386        12.742        12.398        11.013        11.485  
0.900  0.0600  1851.   -4.05   5.28   0.65  0.0000  0.0002        13.001        12.333        11.794        10.721        10.876  
0.900  0.0700  2121.   -3.78   5.32   0.67  0.0000  0.0000        11.980        11.377        11.017        10.141        10.291  
0.900  0.0720  2179.   -3.73   5.32   0.68  0.0000  0.0000        11.848        11.268        10.915        10.075        10.225  
0.900  0.0750  2264.   -3.64   5.32   0.69  0.0000  0.0000        11.635        11.072        10.747         9.962        10.145  
0.900  0.0800  2397.   -3.51   5.32   0.72  0.0000  0.0000        11.287        10.764        10.469         9.771         9.977  
0.900  0.0900  2630.   -3.26   5.28   0.79  0.0000  0.0000        10.750        10.224         9.911         9.351         9.521  
0.900  0.1000  2785.   -3.08   5.25   0.87  0.0000  0.0000        10.369         9.827         9.511         9.018         9.137  
0.900  0.1100  2919.   -2.93   5.22   0.94  0.0000  0.0000        10.056         9.503         9.192         8.746         8.826  
0.900  0.1300  3054.   -2.73   5.17   1.08  0.0000  0.0000         9.610         9.050         8.749         8.346         8.395  
0.900  0.1500  3149.   -2.58   5.13   1.21  0.0000  0.0000         9.267         8.702         8.411         8.037         8.069  
0.900  0.1750  3234.   -2.43   5.10   1.36  0.0000  0.0000         8.929         8.360         8.077         7.727         7.754  
0.900  0.2000  3290.   -2.32   5.07   1.50  0.0000  0.0000         8.658         8.086         7.809         7.474         7.499  
0.900  0.2500  3373.   -2.13   5.03   1.77  0.0000  0.0000         8.226         7.649         7.381         7.068         7.091  
0.900  0.3000  3437.   -1.99   4.99   2.01  0.0000  0.0000         7.882         7.301         7.039         6.743         6.769  
0.900  0.3500  3479.   -1.86   4.96   2.27  0.0000  0.0000         7.586         7.001         6.743         6.458         6.488  
0.900  0.4000  3523.   -1.73   4.90   2.58  0.0000  0.0000         7.274         6.684         6.430         6.157         6.191  
0.900  0.4500  3583.   -1.61   4.86   2.87  0.0000  0.0000         6.993         6.397         6.148         5.890         5.928  
0.900  0.5000  3649.   -1.48   4.81   3.20  0.0000  0.0000         6.699         6.097         5.855         5.613         5.658  
0.900  0.5700  3798.   -1.28   4.74   3.70  0.0000  0.0000         6.267         5.649         5.426         5.221         5.280  
0.900  0.6000  3883.   -1.20   4.72   3.92  0.0000  0.0000         6.075         5.450         5.241         5.059         5.126  
0.900  0.6200  3947.   -1.14   4.70   4.06  0.0000  0.0000         5.949         5.317         5.120         4.955         5.028  
0.900  0.7000  4209.   -0.91   4.64   4.63  0.0000  0.0011         5.448         4.810         4.659         4.558         4.659  
0.900  0.7500  4418.   -0.77   4.61   4.95  0.0000  0.0219         5.133         4.517         4.399         4.342         4.452  
0.900  0.8000  4602.   -0.64   4.58   5.31  0.0000  0.1310         4.849         4.285         4.182         4.137         4.236  
0.900  0.8500  4776.   -0.51   4.54   5.70  0.0000  0.3250         4.582         4.071         3.978         3.936         4.024  
0.900  0.9000  4957.   -0.39   4.51   6.10  0.0000  0.5280         4.333         3.867         3.785         3.748         3.826  
0.900  0.9500  5136.   -0.27   4.47   6.51  0.0000  0.6850         4.094         3.673         3.598         3.565         3.634  
0.900  1.0000  5302.   -0.16   4.44   6.95  0.0000  0.7890         3.864         3.477         3.411         3.385         3.446  
0.900  1.0500  5454.   -0.05   4.40   7.46  0.0000  0.8560         3.642         3.283         3.224         3.200         3.254  
0.900  1.1000  5601.    0.06   4.36   7.98  0.0000  0.9020         3.431         3.098         3.045         3.024         3.070  
0.900  1.1500  5752.    0.16   4.33   8.49  0.0000  0.9330         3.230         2.920         2.873         2.858         2.896  
0.900  1.2000  5924.    0.26   4.29   9.01  0.0000  0.9550         3.031         2.749         2.707         2.695         2.723  
0.900  1.3000  6216.    0.43   4.24   9.95  0.0000  0.9790         2.709         2.471         2.433         2.426         2.439  
0.900  1.4000  6564.    0.59   4.21  10.72  0.0000  0.9900         2.427         2.236         2.204         2.201         2.201  
1.000  0.0070   403.   -6.56   4.21   0.76  1.0000  1.0000        19.853        20.682        23.195        16.480        14.777  
1.000  0.0080   438.   -6.42   4.27   0.75  1.0000  1.0000        19.317        20.111        22.312        16.094        14.598  
1.000  0.0090   464.   -6.33   4.33   0.75  1.0000  1.0000        18.928        19.696        21.672        15.813        14.447  
1.000  0.0100   491.   -6.24   4.38   0.74  0.9800  1.0000        18.519        19.270        21.001        15.527        14.282  
1.000  0.0120   578.   -5.96   4.47   0.74  0.3305  1.0000        17.436        18.073        19.185        14.726        13.894  
1.000  0.0150   628.   -5.84   4.59   0.72  0.0000  1.0000        17.028        17.577        18.497        14.392        13.757  
1.000  0.0200   766.   -5.51   4.74   0.70  0.0000  1.0000        16.001        16.422        16.894        13.631        13.511  
1.000  0.0300  1009.   -5.07   4.95   0.67  0.0000  1.0000        14.766        15.005        15.054        12.702        12.779  
1.000  0.0400  1271.   -4.70   5.10   0.65  0.0000  1.0000        14.074        13.663        13.758        11.887        12.447  
1.000  0.0500  1543.   -4.37   5.21   0.64  0.0000  0.9440        13.547        12.885        12.610        11.152        11.715  
1.000  0.0600  1801.   -4.11   5.29   0.64  0.0000  0.0001        13.284        12.533        11.915        10.824        10.950  
1.000  0.0700  2082.   -3.83   5.33   0.66  0.0000  0.0000        12.159        11.510        11.118        10.208        10.346  
1.000  0.0720  2140.   -3.77   5.34   0.66  0.0000  0.0000        11.956        11.360        11.005        10.139        10.289  
1.000  0.0750  2234.   -3.68   5.33   0.68  0.0000  0.0000        11.729        11.162        10.826        10.019        10.187  
1.000  0.0800  2383.   -3.53   5.32   0.71  0.0000  0.0000        11.332        10.803        10.508         9.799        10.005  
1.000  0.0900  2627.   -3.27   5.28   0.79  0.0000  0.0000        10.760        10.234         9.921         9.360         9.531  
1.000  0.1000  2784.   -3.08   5.25   0.87  0.0000  0.0000        10.372         9.830         9.514         9.021         9.140  
1.000  0.1100  2919.   -2.93   5.22   0.94  0.0000  0.0000        10.056         9.503         9.192         8.746         8.827  
1.000  0.1300  3054.   -2.73   5.17   1.08  0.0000  0.0000         9.610         9.050         8.749         8.346         8.395  
1.000  0.1500  3149.   -2.58   5.13   1.21  0.0000  0.0000         9.267         8.702         8.411         8.036         8.069  
1.000  0.1750  3234.   -2.43   5.10   1.36  0.0000  0.0000         8.929         8.360         8.078         7.727         7.755  
1.000  0.2000  3290.   -2.32   5.07   1.50  0.0000  0.0000         8.658         8.086         7.809         7.474         7.499  
1.000  0.2500  3374.   -2.13   5.03   1.77  0.0000  0.0000         8.226         7.649         7.380         7.068         7.091  
1.000  0.3000  3437.   -1.98   4.99   2.02  0.0000  0.0000         7.881         7.300         7.037         6.742         6.768  
1.000  0.3500  3478.   -1.86   4.95   2.28  0.0000  0.0000         7.575         6.990         6.732         6.447         6.477  
1.000  0.4000  3522.   -1.73   4.90   2.58  0.0000  0.0000         7.270         6.680         6.426         6.153         6.187  
1.000  0.4500  3583.   -1.61   4.86   2.87  0.0000  0.0000         6.991         6.395         6.146         5.888         5.927  
1.000  0.5000  3649.   -1.48   4.81   3.21  0.0000  0.0000         6.698         6.095         5.854         5.612         5.657  
1.000  0.5700  3798.   -1.28   4.74   3.71  0.0000  0.0000         6.265         5.648         5.425         5.220         5.278  
1.000  0.6000  3883.   -1.20   4.71   3.92  0.0000  0.0000         6.074         5.449         5.240         5.057         5.125  
1.000  0.6200  3946.   -1.14   4.70   4.06  0.0000  0.0000         5.947         5.316         5.118         4.953         5.027  
1.000  0.7000  4209.   -0.91   4.64   4.64  0.0000  0.0010         5.446         4.808         4.657         4.557         4.658  
1.000  0.7500  4418.   -0.77   4.61   4.95  0.0000  0.0213         5.131         4.514         4.396         4.340         4.450  
1.000  0.8000  4603.   -0.64   4.58   5.31  0.0000  0.1300         4.846         4.282         4.180         4.134         4.234  
1.000  0.8500  4777.   -0.51   4.54   5.71  0.0000  0.3250         4.578         4.068         3.975         3.933         4.021  
1.000  0.9000  4958.   -0.39   4.51   6.11  0.0000  0.5280         4.329         3.863         3.781         3.745         3.823  
1.000  0.9500  5138.   -0.27   4.47   6.52  0.0000  0.6850         4.090         3.669         3.594         3.561         3.630  
1.000  1.0000  5304.   -0.15   4.44   6.97  0.0000  0.7890         3.857         3.470         3.404         3.378         3.440  
1.000  1.0500  5456.   -0.04   4.40   7.48  0.0000  0.8560         3.635         3.276         3.217         3.194         3.248  
1.000  1.1000  5604.    0.06   4.36   8.00  0.0000  0.9020         3.423         3.091         3.037         3.017         3.063  
1.000  1.1500  5754.    0.16   4.32   8.53  0.0000  0.9330         3.221         2.912         2.864         2.849         2.887  
1.000  1.2000  5928.    0.27   4.29   9.06  0.0000  0.9550         3.019         2.738         2.695         2.683         2.711  
1.000  1.3000  6213.    0.44   4.24  10.02  0.0000  0.9790         2.695         2.457         2.419         2.411         2.424  
1.000  1.4000  6554.    0.60   4.20  10.83  0.0000  0.9900         2.408         2.216         2.184         2.181         2.180  
2.000  0.0100   409.   -6.57   4.40   0.72  0.9800  1.0000        19.965        20.657        23.387        16.467        14.719  
2.000  0.0120   469.   -6.34   4.49   0.72  0.3285  1.0000        19.011        19.686        21.815        15.813        14.352  
2.000  0.0150   514.   -6.20   4.61   0.70  0.0000  1.0000        18.405        19.038        20.783        15.361        14.138  
2.000  0.0200   610.   -5.93   4.76   0.68  0.0000  1.0000        17.390        17.901        19.084        14.598        13.804  
2.000  0.0300   824.   -5.46   4.98   0.65  0.0000  1.0000        15.803        16.191        16.673        13.520        13.405  
2.000  0.0400  1021.   -5.12   5.14   0.62  0.0000  1.0000        14.872        15.112        15.272        12.838        12.888  
2.000  0.0500  1232.   -4.82   5.26   0.60  0.0000  0.9420        14.270        14.053        14.204        12.225        12.584  
2.000  0.0600  1471.   -4.53   5.36   0.59  0.0000  0.0000        13.854        13.219        13.105        11.540        12.092  
2.000  0.0700  1844.   -4.11   5.40   0.61  0.0000  0.0000        13.266        12.552        11.988        10.908        11.048  
2.000  0.0720  1941.   -4.00   5.40   0.62  0.0000  0.0000        12.896        12.184        11.682        10.642        10.772  
2.000  0.0750  2095.   -3.84   5.38   0.64  0.0000  0.0000        12.143        11.517        11.154        10.251        10.397  
2.000  0.0800  2327.   -3.59   5.35   0.69  0.0000  0.0000        11.507        10.958        10.656         9.909        10.114  
2.000  0.0900  2621.   -3.28   5.29   0.78  0.0000  0.0000        10.777        10.251         9.940         9.376         9.550  
2.000  0.1000  2784.   -3.08   5.25   0.87  0.0000  0.0000        10.374         9.832         9.516         9.023         9.143  
2.000  0.1100  2920.   -2.93   5.22   0.94  0.0000  0.0000        10.056         9.503         9.192         8.747         8.827  
2.000  0.1300  3054.   -2.73   5.17   1.08  0.0000  0.0000         9.610         9.049         8.749         8.346         8.395  
2.000  0.1500  3150.   -2.58   5.13   1.21  0.0000  0.0000         9.267         8.702         8.410         8.036         8.069  
2.000  0.1750  3234.   -2.43   5.10   1.36  0.0000  0.0000         8.928         8.359         8.077         7.726         7.754  
2.000  0.2000  3291.   -2.32   5.07   1.50  0.0000  0.0000         8.656         8.084         7.808         7.472         7.497  
2.000  0.2500  3374.   -2.13   5.02   1.77  0.0000  0.0000         8.219         7.642         7.374         7.061         7.085  
2.000  0.3000  3437.   -1.98   4.98   2.03  0.0000  0.0000         7.866         7.284         7.022         6.727         6.753  
2.000  0.3500  3478.   -1.85   4.95   2.29  0.0000  0.0000         7.571         6.985         6.727         6.443         6.472  
2.000  0.4000  3521.   -1.72   4.90   2.60  0.0000  0.0000         7.257         6.667         6.413         6.140         6.174  
2.000  0.4500  3582.   -1.60   4.86   2.89  0.0000  0.0000         6.980         6.384         6.135         5.877         5.916  
2.000  0.5000  3648.   -1.47   4.81   3.22  0.0000  0.0000         6.686         6.084         5.842         5.600         5.645  
2.000  0.5700  3797.   -1.28   4.74   3.73  0.0000  0.0000         6.254         5.637         5.414         5.208         5.267  
2.000  0.6000  3883.   -1.19   4.71   3.94  0.0000  0.0000         6.062         5.436         5.228         5.045         5.113  
2.000  0.6200  3948.   -1.13   4.69   4.08  0.0000  0.0000         5.935         5.303         5.106         4.941         5.015  
2.000  0.7000  4215.   -0.90   4.63   4.67  0.0000  0.0005         5.427         4.790         4.640         4.541         4.643  
2.000  0.7500  4427.   -0.76   4.60   4.99  0.0000  0.0160         5.109         4.495         4.377         4.322         4.431  
2.000  0.8000  4614.   -0.62   4.57   5.36  0.0000  0.1210         4.820         4.259         4.157         4.112         4.211  
2.000  0.8500  4792.   -0.49   4.53   5.78  0.0000  0.3210         4.545         4.039         3.946         3.905         3.991  
2.000  0.9000  4977.   -0.37   4.49   6.19  0.0000  0.5270         4.288         3.828         3.747         3.711         3.787  
2.000  0.9500  5162.   -0.24   4.46   6.63  0.0000  0.6850         4.039         3.624         3.550         3.518         3.585  
2.000  1.0000  5328.   -0.12   4.42   7.14  0.0000  0.7890         3.795         3.413         3.348         3.323         3.383  
2.000  1.0500  5480.   -0.01   4.37   7.70  0.0000  0.8560         3.560         3.206         3.148         3.125         3.178  
2.000  1.1000  5629.    0.10   4.33   8.31  0.0000  0.9020         3.331         3.002         2.950         2.931         2.975  
2.000  1.1500  5777.    0.21   4.28   8.92  0.0000  0.9330         3.113         2.807         2.761         2.746         2.783  
2.000  1.2000  5965.    0.33   4.24   9.62  0.0000  0.9550         2.874         2.600         2.558         2.547         2.573  
2.000  1.3000  6177.    0.50   4.17  10.86  0.0000  0.9790         2.533         2.290         2.251         2.243         2.258  
2.000  1.4000  6311.    0.66   4.07  12.54  0.0000  0.9900         2.175         1.952         1.915         1.909         1.916  
3.000  0.0120   414.   -6.57   4.50   0.71  0.3285  1.0000        19.987        20.611        23.421        16.438        14.677  
3.000  0.0150   462.   -6.40   4.62   0.69  0.0000  1.0000        19.287        19.884        22.215        15.922        14.436  
3.000  0.0200   544.   -6.14   4.77   0.67  0.0000  1.0000        18.208        18.750        20.414        15.154        14.062  
3.000  0.0300   713.   -5.72   5.00   0.63  0.0000  1.0000        16.638        17.068        17.965        14.086        13.579  
3.000  0.0400   901.   -5.35   5.16   0.61  0.0000  1.0000        15.497        15.822        16.234        13.317        13.278  
3.000  0.0500  1085.   -5.06   5.29   0.58  0.0000  0.9420        14.720        14.906        15.139        12.779        12.891  
3.000  0.0600  1298.   -4.77   5.39   0.57  0.0000  0.0000        14.216        13.862        14.012        12.150        12.658  
3.000  0.0700  1708.   -4.27   5.43   0.59  0.0000  0.0000        14.318        13.011        11.964        10.685        11.109  
3.000  0.0720  1836.   -4.13   5.43   0.60  0.0000  0.0000        13.355        12.620        12.039        10.956        11.090  
3.000  0.0750  2041.   -3.90   5.40   0.63  0.0000  0.0000        12.534        11.782        11.315        10.345        10.454  
3.000  0.0800  2321.   -3.60   5.35   0.69  0.0000  0.0000        11.528        10.976        10.674         9.922        10.127  
3.000  0.0900  2622.   -3.28   5.29   0.78  0.0000  0.0000        10.777        10.251         9.939         9.376         9.549  
3.000  0.1000  2784.   -3.08   5.25   0.87  0.0000  0.0000        10.374         9.831         9.516         9.023         9.142  
3.000  0.1100  2920.   -2.93   5.22   0.94  0.0000  0.0000        10.056         9.503         9.192         8.746         8.827  
3.000  0.1300  3054.   -2.73   5.17   1.08  0.0000  0.0000         9.609         9.049         8.748         8.345         8.394  
3.000  0.1500  3150.   -2.58   5.13   1.21  0.0000  0.0000         9.266         8.701         8.410         8.035         8.068  
3.000  0.1750  3234.   -2.43   5.10   1.36  0.0000  0.0000         8.927         8.358         8.075         7.725         7.752  
3.000  0.2000  3291.   -2.31   5.07   1.50  0.0000  0.0000         8.653         8.082         7.805         7.470         7.495  
3.000  0.2500  3374.   -2.12   5.02   1.78  0.0000  0.0000         8.210         7.633         7.365         7.052         7.076  
3.000  0.3000  3436.   -1.97   4.98   2.05  0.0000  0.0000         7.849         7.267         7.004         6.709         6.735  
3.000  0.3500  3477.   -1.85   4.94   2.30  0.0000  0.0000         7.556         6.971         6.712         6.428         6.458  
3.000  0.4000  3521.   -1.72   4.89   2.61  0.0000  0.0000         7.251         6.660         6.406         6.133         6.167  
3.000  0.4500  3581.   -1.60   4.85   2.90  0.0000  0.0000         6.971         6.375         6.126         5.868         5.906  
3.000  0.5000  3648.   -1.47   4.80   3.24  0.0000  0.0000         6.679         6.075         5.834         5.592         5.637  
3.000  0.5700  3798.   -1.27   4.73   3.74  0.0000  0.0000         6.245         5.627         5.404         5.200         5.259  
3.000  0.6000  3886.   -1.19   4.71   3.96  0.0000  0.0000         6.052         5.425         5.217         5.036         5.104  
3.000  0.6200  3951.   -1.13   4.69   4.10  0.0000  0.0000         5.923         5.291         5.094         4.930         5.005  
3.000  0.7000  4222.   -0.89   4.63   4.69  0.0000  0.0003         5.410         4.773         4.624         4.527         4.630  
3.000  0.7500  4437.   -0.75   4.60   5.02  0.0000  0.0121         5.088         4.476         4.360         4.305         4.415  
3.000  0.8000  4627.   -0.61   4.56   5.40  0.0000  0.1150         4.794         4.237         4.136         4.092         4.190  
3.000  0.8500  4808.   -0.48   4.52   5.84  0.0000  0.3180         4.512         4.011         3.920         3.878         3.964  
3.000  0.9000  4999.   -0.35   4.48   6.27  0.0000  0.5270         4.248         3.793         3.713         3.677         3.753  
3.000  0.9500  5184.   -0.22   4.44   6.76  0.0000  0.6850         3.988         3.577         3.505         3.473         3.539  
3.000  1.0000  5352.   -0.10   4.39   7.32  0.0000  0.7890         3.730         3.351         3.288         3.263         3.322  
3.000  1.0500  5506.    0.03   4.34   7.97  0.0000  0.8560         3.474         3.124         3.067         3.045         3.097  
3.000  1.1000  5653.    0.15   4.29   8.66  0.0000  0.9020         3.229         2.905         2.853         2.835         2.879  
3.000  1.1500  5796.    0.26   4.24   9.41  0.0000  0.9330         2.991         2.688         2.643         2.629         2.664  
3.000  1.2000  5927.    0.39   4.17  10.41  0.0000  0.9550         2.718         2.436         2.394         2.382         2.411  
3.000  1.3000  5957.    0.55   4.05  12.35  0.0000  0.9790         2.335         2.060         2.018         2.007         2.033  
4.000  0.0150   426.   -6.55   4.63   0.68  0.0000  1.0000        19.927        20.483        23.249        16.318        14.658  
4.000  0.0200   499.   -6.30   4.78   0.66  0.0000  1.0000        18.791        19.352        21.363        15.548        14.256  
4.000  0.0300   652.   -5.89   5.00   0.63  0.0000  1.0000        18.791        19.352        21.363        15.548        14.256  
4.000  0.0400   820.   -5.53   5.17   0.60  0.0000  1.0000        16.025        16.384        17.033        13.675        13.459  
4.000  0.0500   994.   -5.23   5.30   0.57  0.0000  0.9420        15.149        15.427        15.728        13.092        13.067  
4.000  0.0600  1190.   -4.94   5.41   0.56  0.0000  0.0000        14.471        14.444        14.657        12.541        12.754  
4.000  0.0700  1603.   -4.40   5.45   0.57  0.0000  0.0000        13.610        12.960        12.662        11.285        11.756  
4.000  0.0720  1766.   -4.21   5.44   0.59  0.0000  0.0000        13.854        12.867        12.077        10.912        11.143  
4.000  0.0750  2017.   -3.93   5.41   0.62  0.0000  0.0000        12.712        11.902        11.386        10.386        10.478  
4.000  0.0800  2320.   -3.60   5.35   0.69  0.0000  0.0000        11.531        10.978        10.676         9.924        10.129  
4.000  0.0900  2622.   -3.28   5.29   0.78  0.0000  0.0000        10.776        10.250         9.939         9.375         9.549  
4.000  0.1000  2784.   -3.08   5.25   0.87  0.0000  0.0000        10.373         9.831         9.515         9.022         9.141  
4.000  0.1100  2920.   -2.93   5.22   0.94  0.0000  0.0000        10.055         9.502         9.191         8.745         8.826  
4.000  0.1300  3054.   -2.73   5.17   1.08  0.0000  0.0000         9.609         9.048         8.747         8.345         8.393  
4.000  0.1500  3151.   -2.58   5.13   1.21  0.0000  0.0000         9.265         8.700         8.409         8.035         8.067  
4.000  0.1750  3235.   -2.43   5.10   1.36  0.0000  0.0000         8.925         8.357         8.074         7.724         7.751  
4.000  0.2000  3292.   -2.31   5.07   1.51  0.0000  0.0000         8.650         8.079         7.802         7.467         7.492  
4.000  0.2500  3375.   -2.12   5.02   1.79  0.0000  0.0000         8.201         7.624         7.355         7.043         7.066  
4.000  0.3000  3436.   -1.97   4.97   2.06  0.0000  0.0000         7.834         7.252         6.990         6.694         6.721  
4.000  0.3500  3476.   -1.84   4.94   2.32  0.0000  0.0000         7.540         6.954         6.695         6.411         6.441  
4.000  0.4000  3522.   -1.72   4.89   2.61  0.0000  0.0000         7.245         6.654         6.400         6.127         6.161  
4.000  0.4500  3581.   -1.60   4.85   2.91  0.0000  0.0000         6.965         6.368         6.119         5.862         5.900  
4.000  0.5000  3648.   -1.47   4.80   3.24  0.0000  0.0000         6.672         6.069         5.827         5.586         5.631  
4.000  0.5700  3801.   -1.27   4.73   3.75  0.0000  0.0000         6.237         5.618         5.396         5.192         5.251  
4.000  0.6000  3890.   -1.18   4.70   3.97  0.0000  0.0000         6.042         5.415         5.207         5.027         5.095  
4.000  0.6200  3955.   -1.12   4.69   4.11  0.0000  0.0000         5.912         5.279         5.083         4.921         4.996  
4.000  0.7000  4231.   -0.89   4.62   4.71  0.0000  0.0001         5.392         4.756         4.609         4.514         4.617  
4.000  0.7500  4448.   -0.74   4.59   5.05  0.0000  0.0101         5.067         4.458         4.343         4.289         4.398  
4.000  0.8000  4641.   -0.60   4.55   5.45  0.0000  0.1100         4.768         4.214         4.115         4.070         4.168  
4.000  0.8500  4825.   -0.46   4.51   5.90  0.0000  0.3160         4.478         3.981         3.891         3.850         3.935  
4.000  0.9000  5021.   -0.33   4.47   6.36  0.0000  0.5260         4.204         3.754         3.675         3.640         3.715  
4.000  0.9500  5210.   -0.19   4.42   6.90  0.0000  0.6850         3.931         3.525         3.454         3.423         3.488  
4.000  1.0000  5375.   -0.06   4.37   7.54  0.0000  0.7890         3.655         3.280         3.219         3.194         3.251  
4.000  1.0500  5528.    0.07   4.31   8.29  0.0000  0.8560         3.380         3.034         2.978         2.956         3.007  
4.000  1.1000  5675.    0.20   4.24   9.13  0.0000  0.9020         3.107         2.786         2.736         2.718         2.761  
4.000  1.1500  5782.    0.32   4.18  10.06  0.0000  0.9330         2.851         2.545         2.500         2.485         2.521  
4.000  1.2000  5677.    0.41   4.07  11.68  0.0000  0.9550         2.573         2.252         2.202         2.184         2.228  
5.000  0.0200   473.   -6.40   4.79   0.66  0.0000  1.0000        19.282        19.803        22.140        15.841        14.431  
5.000  0.0300   610.   -6.01   5.01   0.62  0.0000  1.0000        19.282        19.803        22.140        15.841        14.431  
5.000  0.0400   760.   -5.67   5.18   0.59  0.0000  1.0000        19.282        19.803        22.140        15.841        14.431  
5.000  0.0500   931.   -5.35   5.31   0.57  0.0000  0.9420        15.497        15.798        16.258        13.338        13.249  
5.000  0.0600  1120.   -5.06   5.42   0.55  0.0000  0.0000        14.693        14.851        15.130        12.800        12.942  
5.000  0.0700  1524.   -4.50   5.47   0.56  0.0000  0.0000        13.818        13.165        13.008        11.526        12.067  
5.000  0.0720  1712.   -4.28   5.45   0.58  0.0000  0.0000        14.319        13.022        11.991        10.720        11.143  
5.000  0.0750  2006.   -3.94   5.41   0.62  0.0000  0.0000        12.796        11.958        11.420        10.405        10.489  
5.000  0.0800  2320.   -3.60   5.35   0.69  0.0000  0.0000        11.530        10.978        10.675         9.923        10.128  
5.000  0.0900  2622.   -3.28   5.29   0.78  0.0000  0.0000        10.776        10.250         9.938         9.375         9.548  
5.000  0.1000  2785.   -3.08   5.25   0.87  0.0000  0.0000        10.373         9.830         9.514         9.022         9.141  
5.000  0.1100  2921.   -2.93   5.22   0.94  0.0000  0.0000        10.055         9.502         9.191         8.745         8.826  
5.000  0.1300  3055.   -2.73   5.17   1.08  0.0000  0.0000         9.608         9.048         8.747         8.345         8.393  
5.000  0.1500  3151.   -2.58   5.13   1.21  0.0000  0.0000         9.264         8.699         8.408         8.034         8.066  
5.000  0.1750  3235.   -2.43   5.10   1.36  0.0000  0.0000         8.923         8.355         8.072         7.722         7.749  
5.000  0.2000  3292.   -2.31   5.07   1.51  0.0000  0.0000         8.646         8.075         7.798         7.463         7.488  
5.000  0.2500  3376.   -2.12   5.01   1.79  0.0000  0.0000         8.191         7.613         7.345         7.033         7.056  
5.000  0.3000  3436.   -1.96   4.97   2.07  0.0000  0.0000         7.821         7.239         6.976         6.681         6.707  
5.000  0.3500  3475.   -1.84   4.93   2.34  0.0000  0.0000         7.525         6.939         6.680         6.396         6.426  
5.000  0.4000  3522.   -1.71   4.89   2.62  0.0000  0.0000         7.238         6.648         6.393         6.121         6.155  
5.000  0.4500  3582.   -1.59   4.85   2.91  0.0000  0.0000         6.960         6.363         6.114         5.857         5.895  
5.000  0.5000  3649.   -1.46   4.80   3.25  0.0000  0.0000         6.666         6.062         5.821         5.580         5.625  
5.000  0.5700  3804.   -1.27   4.73   3.76  0.0000  0.0000         6.229         5.610         5.388         5.185         5.244  
5.000  0.6000  3893.   -1.18   4.70   3.98  0.0000  0.0000         6.032         5.405         5.198         5.019         5.087  
5.000  0.6200  3960.   -1.12   4.68   4.12  0.0000  0.0000         5.902         5.268         5.073         4.912         4.988  
5.000  0.7000  4239.   -0.88   4.62   4.73  0.0000  0.0001         5.375         4.739         4.593         4.500         4.605  
5.000  0.7500  4460.   -0.73   4.59   5.08  0.0000  0.0084         5.046         4.440         4.326         4.272         4.382  
5.000  0.8000  4654.   -0.59   4.55   5.49  0.0000  0.1050         4.741         4.191         4.092         4.049         4.146  
5.000  0.8500  4843.   -0.45   4.50   5.97  0.0000  0.3140         4.444         3.951         3.862         3.822         3.906  
5.000  0.9000  5043.   -0.31   4.46   6.46  0.0000  0.5260         4.158         3.714         3.636         3.601         3.675  
